"Plot Title: site8km2026"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21623140, SEN S/N: 21549913)","RH, % (LGR S/N: 21623140, SEN S/N: 21549913)","Wind Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Gust Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Wind Direction, ø (LGR S/N: 21623140, SEN S/N: 21550053)","Pressure, mbar (LGR S/N: 21623140, SEN S/N: 21569227)"
146,10/30/25 01:07:29 PM,8.325,57.697,3.01,5.01,73.0,840.350
147,10/30/25 01:17:29 PM,9.102,54.861,2.67,5.68,64.6,840.150
148,10/30/25 01:27:29 PM,9.392,52.938,3.01,5.01,57.6,839.950
149,10/30/25 01:37:29 PM,9.700,51.897,3.01,5.01,57.6,839.850
150,10/30/25 01:47:29 PM,9.928,51.604,3.01,6.01,51.9,839.650
151,10/30/25 01:57:29 PM,9.772,52.226,2.67,4.68,63.2,839.450
152,10/30/25 02:07:29 PM,10.086,51.696,3.01,5.34,80.0,839.250
153,10/30/25 02:17:29 PM,10.475,49.859,2.34,4.01,57.6,839.150
154,10/30/25 02:27:29 PM,10.813,48.582,2.00,3.67,85.6,839.050
155,10/30/25 02:37:29 PM,10.947,47.868,1.67,3.34,44.9,838.950
156,10/30/25 02:47:29 PM,11.295,46.493,2.00,3.67,63.2,838.850
157,10/30/25 02:57:29 PM,11.306,46.520,1.67,3.34,78.6,838.450
158,10/30/25 03:07:29 PM,11.834,44.562,1.34,2.67,43.5,838.350
159,10/30/25 03:17:29 PM,12.191,43.246,1.67,3.34,67.4,838.250
160,10/30/25 03:27:29 PM,12.030,43.310,1.00,3.01,84.2,838.150
161,10/30/25 03:37:29 PM,12.550,42.182,0.67,2.34,66.0,838.050
162,10/30/25 03:47:29 PM,12.008,42.818,1.34,3.67,99.7,837.850
163,10/30/25 03:57:29 PM,12.059,41.859,1.00,2.67,124.9,837.750
164,10/30/25 04:07:29 PM,12.571,39.826,1.00,2.67,12.6,837.650
165,10/30/25 04:17:29 PM,12.427,40.119,0.33,1.67,338.3,837.650
166,10/30/25 04:27:29 PM,13.140,39.313,1.00,2.34,30.9,837.650
167,10/30/25 04:37:29 PM,12.512,39.954,1.00,2.00,46.3,837.850
168,10/30/25 04:47:29 PM,12.185,40.571,1.00,2.34,233.1,837.750
169,10/30/25 04:57:29 PM,12.116,39.969,0.67,1.67,227.4,837.950
170,10/30/25 05:07:29 PM,12.116,40.352,0.33,1.34,228.8,837.950
171,10/30/25 05:17:29 PM,11.566,41.009,0.67,1.67,183.9,838.050
172,10/30/25 05:27:29 PM,10.646,43.079,0.67,1.00,169.9,838.250
173,10/30/25 05:37:29 PM,9.799,48.733,1.67,3.67,242.9,838.150
174,10/30/25 05:47:29 PM,8.453,61.642,1.34,2.34,247.1,838.150
175,10/30/25 05:57:29 PM,7.952,63.809,0.67,1.34,214.8,838.150
176,10/30/25 06:07:29 PM,7.746,64.793,0.67,1.67,202.2,838.150
177,10/30/25 06:17:29 PM,7.365,65.501,0.67,1.67,233.1,838.050
178,10/30/25 06:27:29 PM,6.719,67.562,1.00,2.00,224.6,838.150
179,10/30/25 06:37:29 PM,5.362,72.335,2.00,3.01,213.4,838.150
180,10/30/25 06:47:29 PM,5.142,73.266,1.34,2.67,237.3,838.050
181,10/30/25 06:57:29 PM,4.984,73.565,1.00,2.00,259.7,838.050
182,10/30/25 07:07:29 PM,4.724,74.083,1.34,2.34,279.4,838.050
183,10/30/25 07:17:29 PM,4.169,75.375,1.34,2.00,279.4,838.050
184,10/30/25 07:27:29 PM,3.180,78.245,1.00,2.00,286.4,838.050
185,10/30/25 07:37:29 PM,2.756,80.731,0.67,1.67,268.1,838.050
186,10/30/25 07:47:29 PM,2.341,82.493,1.00,1.67,258.3,838.050
187,10/30/25 07:57:29 PM,2.502,82.757,1.34,2.00,283.6,838.050
188,10/30/25 08:07:29 PM,2.351,83.163,2.00,2.67,268.1,838.050
189,10/30/25 08:17:29 PM,2.802,81.738,2.00,2.34,261.1,837.950
190,10/30/25 08:27:29 PM,3.719,77.850,2.34,3.01,256.9,838.050
191,10/30/25 08:37:29 PM,3.461,78.015,2.34,3.67,221.8,837.950
192,10/30/25 08:47:29 PM,3.475,78.103,2.34,3.34,231.6,838.050
193,10/30/25 08:57:29 PM,3.309,78.193,1.67,2.00,247.1,838.050
194,10/30/25 09:07:29 PM,3.242,78.679,1.67,2.34,240.1,838.050
195,10/30/25 09:17:29 PM,3.794,76.706,2.00,2.67,244.3,838.050
196,10/30/25 09:27:29 PM,3.378,77.700,2.00,3.01,254.1,838.150
197,10/30/25 09:37:29 PM,2.904,78.744,2.00,2.34,252.7,838.050
198,10/30/25 09:47:29 PM,1.982,82.737,2.34,3.01,256.9,838.150
199,10/30/25 09:57:29 PM,2.898,79.419,3.01,3.34,262.5,838.150
