"Plot Title: site2km"
"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 21558954, SEN S/N: 21378789)","Current, mA (LGR S/N: 21558954, SEN S/N: 21378789)","Temp, °C (LGR S/N: 21558954, SEN S/N: 21549905)","RH, % (LGR S/N: 21558954, SEN S/N: 21549905)","Wind Speed, m/s (LGR S/N: 21558954, SEN S/N: 21550055)","Gust Speed, m/s (LGR S/N: 21558954, SEN S/N: 21550055)","Wind Direction, ø (LGR S/N: 21558954, SEN S/N: 21550055)"
670,01/11/23 04:53:20 AM,-0.2039,0.0000,-1.279,98.920,7.01,9.68,280.8
671,01/11/23 05:03:20 AM,-0.2039,0.0000,-1.262,99.187,7.01,9.02,282.2
672,01/11/23 05:13:20 AM,-0.2039,0.0000,-1.343,99.538,6.68,8.68,285.0
673,01/11/23 05:23:20 AM,-0.2039,0.0000,-1.375,99.495,7.01,8.68,285.0
674,01/11/23 05:33:20 AM,-0.2039,0.0000,-1.380,99.358,6.68,8.35,280.8
675,01/11/23 05:43:20 AM,-0.2039,0.0000,-1.268,99.321,7.68,10.02,280.8
676,01/11/23 05:53:20 AM,-0.2039,0.0000,-1.287,99.405,6.68,9.35,276.6
677,01/11/23 06:03:20 AM,-0.2039,0.0000,-1.230,99.080,7.01,8.68,280.8
678,01/11/23 06:13:20 AM,-0.2039,0.0000,-1.193,98.773,6.68,9.35,280.8
679,01/11/23 06:23:20 AM,-0.2039,0.0000,-1.080,98.061,7.01,9.02,282.2
680,01/11/23 06:33:20 AM,-0.2039,0.0000,-1.107,97.581,6.68,9.35,282.2
681,01/11/23 06:43:20 AM,-0.2039,0.0000,-1.139,97.127,6.35,8.35,282.2
682,01/11/23 06:53:20 AM,-0.2039,0.0000,-1.115,96.344,6.35,8.35,283.6
683,01/11/23 07:03:20 AM,-0.2039,0.0000,-1.161,96.010,6.01,8.02,280.8
684,01/11/23 07:13:20 AM,-0.2039,0.0000,-1.142,94.961,6.01,8.02,282.2
685,01/11/23 07:23:20 AM,-0.2039,0.0000,-1.161,94.009,6.01,7.68,286.4
686,01/11/23 07:33:20 AM,-0.2039,0.0000,-1.182,92.856,5.68,6.68,285.0
687,01/11/23 07:43:20 AM,-0.2039,0.0000,-1.354,92.229,5.34,6.68,282.2
688,01/11/23 07:53:20 AM,-0.2039,0.0000,-1.627,91.339,5.01,6.35,285.0
689,01/11/23 08:03:20 AM,-0.2039,0.0000,-2.072,91.063,5.01,6.01,285.0
690,01/11/23 08:13:20 AM,-0.2039,0.0000,-2.469,91.107,4.68,5.68,296.2
691,01/11/23 08:23:20 AM,-0.2039,0.0000,-2.809,91.031,4.68,5.34,294.8
692,01/11/23 08:33:20 AM,-0.2039,0.0000,-2.724,89.889,4.68,5.34,292.0
693,01/11/23 08:43:20 AM,-0.2039,0.0000,-2.453,88.960,4.68,5.34,283.6
694,01/11/23 08:53:20 AM,-0.2039,0.0000,-2.064,88.356,4.34,5.34,282.2
695,01/11/23 09:03:20 AM,-0.2039,0.0000,-2.032,87.654,4.34,5.01,278.0
696,01/11/23 09:13:20 AM,-0.2039,0.0000,-1.922,87.462,4.01,4.68,271.0
697,01/11/23 09:23:20 AM,-0.2039,0.0000,-1.949,86.696,3.34,4.01,272.4
698,01/11/23 09:33:20 AM,-0.2039,0.0000,-1.691,85.515,3.34,4.01,275.2
699,01/11/23 09:43:20 AM,-0.2039,0.0000,-1.179,83.593,3.01,3.67,276.6
700,01/11/23 09:53:20 AM,-0.2039,0.0000,-0.657,82.423,2.67,3.34,283.6
701,01/11/23 10:03:20 AM,-0.2039,0.0000,-0.391,82.238,3.01,4.01,287.8
702,01/11/23 10:13:20 AM,-0.2039,0.0000,-0.228,80.290,3.67,4.34,279.4
703,01/11/23 10:23:20 AM,-0.2039,0.0000,-0.410,80.978,3.67,4.34,285.0
704,01/11/23 10:33:20 AM,-0.2039,0.0000,-0.651,80.458,3.67,4.01,290.6
705,01/11/23 10:43:20 AM,-0.2039,0.0000,-0.670,80.410,4.01,5.01,285.0
706,01/11/23 10:53:20 AM,-0.2039,0.0000,-0.279,78.912,4.34,5.01,278.0
707,01/11/23 11:03:20 AM,-0.2039,0.0000,-0.225,77.935,4.01,5.01,287.8
708,01/11/23 11:13:20 AM,-0.2039,0.0000,0.110,77.026,4.01,5.01,271.0
709,01/11/23 11:23:20 AM,-0.2039,0.0000,0.617,75.198,3.67,4.68,266.7
710,01/11/23 11:33:20 AM,-0.2039,0.0000,1.019,72.963,3.01,4.01,275.2
711,01/11/23 11:43:20 AM,-0.2039,0.0000,1.108,72.576,3.67,4.34,268.1
712,01/11/23 11:53:20 AM,-0.2039,0.0000,1.188,71.814,3.67,4.68,268.1
713,01/11/23 12:03:20 PM,-0.2039,0.0000,1.370,71.478,4.01,5.34,271.0
714,01/11/23 12:13:20 PM,-0.2039,0.0000,1.461,71.449,4.01,5.01,271.0
715,01/11/23 12:23:20 PM,-0.2039,0.0000,1.531,71.014,3.34,4.01,262.5
716,01/11/23 12:33:20 PM,-0.2039,0.0000,2.099,68.847,3.01,4.68,269.6
717,01/11/23 12:43:20 PM,-0.2039,0.0000,2.124,68.057,3.34,4.34,275.2
718,01/11/23 12:53:20 PM,-0.2039,0.0000,2.105,67.555,2.67,3.34,279.4
719,01/11/23 01:03:20 PM,-0.2039,0.0000,1.679,69.288,3.34,4.34,278.0
720,01/11/23 01:13:20 PM,-0.2039,0.0000,1.577,70.289,3.67,4.68,268.1
721,01/11/23 01:23:20 PM,-0.2039,0.0000,0.700,73.388,4.01,5.34,258.3
722,01/11/23 01:33:20 PM,-0.2039,0.0000,1.432,70.822,3.67,4.68,272.4
723,01/11/23 01:43:20 PM,-0.2039,0.0000,0.445,73.985,4.01,5.34,280.8
724,01/11/23 01:53:20 PM,-0.2039,0.0000,0.491,73.652,3.67,5.01,276.6
725,01/11/23 02:03:20 PM,-0.2039,0.0000,0.713,72.804,3.01,4.01,279.4
726,01/11/23 02:13:20 PM,-0.2039,0.0000,0.791,72.473,3.01,3.67,280.8
727,01/11/23 02:23:20 PM,-0.2039,0.0000,0.322,74.165,3.67,4.34,276.6
728,01/11/23 02:33:20 PM,-0.2039,0.0000,0.156,74.334,3.01,4.01,282.2
729,01/11/23 02:43:20 PM,-0.2039,0.0000,-0.482,75.744,2.34,3.01,301.8
730,01/11/23 02:53:20 PM,-0.2039,0.0000,-0.799,76.812,1.67,2.34,303.2
731,01/11/23 03:03:20 PM,-0.2039,0.0000,-0.917,76.693,1.00,1.34,310.3
732,01/11/23 03:13:20 PM,-0.2039,0.0000,0.124,73.660,1.34,1.67,334.1
733,01/11/23 03:23:20 PM,-0.2039,0.0000,1.196,67.150,1.00,2.00,322.9
734,01/11/23 03:33:20 PM,-0.2039,0.0000,0.864,66.427,0.33,1.00,269.6
735,01/11/23 03:43:20 PM,-0.2039,0.0000,0.035,67.068,0.67,1.34,293.4
736,01/11/23 03:53:20 PM,-0.2039,0.0000,1.657,63.819,0.00,1.00,304.7
737,01/11/23 04:03:20 PM,-0.2039,0.0000,3.998,52.752,0.00,0.33,304.7
738,01/11/23 04:13:20 PM,-0.2039,0.0000,0.255,64.869,0.00,0.33,307.5
739,01/11/23 04:23:20 PM,-0.2039,0.0000,-3.150,79.475,0.67,1.00,329.9
740,01/11/23 04:33:20 PM,-0.2039,0.0000,-3.421,80.711,0.67,1.67,351.0
741,01/11/23 04:43:20 PM,-0.2039,0.0000,-3.635,81.430,0.67,1.00,342.6
742,01/11/23 04:53:20 PM,-0.2039,0.0000,-3.699,85.608,0.67,1.00,344.0
743,01/11/23 05:03:20 PM,-0.2039,0.0000,-4.142,85.307,0.67,1.34,320.1
744,01/11/23 05:13:20 PM,-0.2039,0.0000,-4.434,86.481,1.00,1.67,341.2
745,01/11/23 05:23:20 PM,-0.2039,0.0000,-4.067,87.538,0.67,1.34,355.2
746,01/11/23 05:33:20 PM,-0.2039,0.0000,-5.303,86.569,0.67,1.34,325.7
747,01/11/23 05:43:20 PM,-0.2039,0.0000,-5.118,88.377,0.33,1.00,336.9
748,01/11/23 05:53:20 PM,-0.2039,0.0000,-6.019,85.667,0.00,0.33,346.8
749,01/11/23 06:03:20 PM,-0.2039,0.0000,-6.338,90.306,0.33,1.00,338.3
750,01/11/23 06:13:20 PM,-0.2039,0.0000,-5.187,90.013,0.67,1.34,12.6
751,01/11/23 06:23:20 PM,-0.2039,0.0000,-4.898,87.857,1.00,1.34,25.3
752,01/11/23 06:33:20 PM,-0.2039,0.0000,-5.391,89.830,0.33,1.34,19.7
753,01/11/23 06:43:20 PM,-0.2039,0.0000,-5.367,90.889,0.00,0.00,19.7
754,01/11/23 06:53:20 PM,-0.2039,0.0000,-6.305,89.117,1.00,2.00,7.0
755,01/11/23 07:03:20 PM,-0.2039,0.0000,-7.075,89.703,1.67,2.00,15.4
756,01/11/23 07:13:20 PM,-0.2039,0.0000,-6.568,89.747,0.67,2.00,18.3
757,01/11/23 07:23:20 PM,-0.2039,0.0000,-6.909,91.717,1.34,2.34,9.8
758,01/11/23 07:33:20 PM,-0.2039,0.0000,-6.517,91.479,0.67,1.67,345.4
759,01/11/23 07:43:20 PM,-0.2039,0.0000,-6.673,91.150,0.00,0.67,355.2
760,01/11/23 07:53:20 PM,-0.2039,0.0000,-6.976,93.130,0.00,0.33,0.0
761,01/11/23 08:03:20 PM,-0.2039,0.0000,-6.665,92.575,0.00,0.67,0.0
762,01/11/23 08:13:20 PM,-0.2039,0.0000,-5.611,91.792,1.34,2.00,50.5
763,01/11/23 08:23:20 PM,-0.2039,0.0000,-4.501,87.390,1.67,2.34,50.5
764,01/11/23 08:33:20 PM,-0.2039,0.0000,-4.895,87.544,2.67,3.01,49.1
765,01/11/23 08:43:20 PM,-0.2039,0.0000,-5.665,88.626,2.34,3.01,50.5
766,01/11/23 08:53:20 PM,-0.2039,0.0000,-6.767,89.226,1.00,1.67,119.3
767,01/11/23 09:03:20 PM,-0.2039,0.0000,-7.171,92.593,0.00,0.67,124.9
768,01/11/23 09:13:20 PM,-0.2039,0.0000,-7.099,93.266,0.00,0.67,33.7
769,01/11/23 09:23:20 PM,-0.2039,0.0000,-6.852,92.189,0.00,0.00,32.3
770,01/11/23 09:33:20 PM,-0.2039,0.0000,-6.383,92.598,0.00,0.67,32.3
771,01/11/23 09:43:20 PM,-0.2039,0.0000,-5.777,91.131,0.67,1.00,33.7
772,01/11/23 09:53:20 PM,-0.2039,0.0000,-5.429,90.819,0.67,1.00,36.5
773,01/11/23 10:03:20 PM,-0.2039,0.0000,-5.246,90.047,0.67,1.34,47.7
774,01/11/23 10:13:20 PM,-0.2039,0.0000,-5.273,90.188,1.34,1.67,60.4
775,01/11/23 10:23:20 PM,-0.2039,0.0000,-5.515,90.556,0.67,1.67,73.0
776,01/11/23 10:33:20 PM,-0.2039,0.0000,-5.517,91.353,0.33,1.67,57.6
777,01/11/23 10:43:20 PM,-0.2039,0.0000,-5.268,90.297,0.67,1.34,49.1
778,01/11/23 10:53:20 PM,-0.2039,0.0000,-5.504,91.516,1.00,2.00,71.6
779,01/11/23 11:03:20 PM,-0.2039,0.0000,-5.356,91.862,1.67,2.34,94.1
780,01/11/23 11:13:20 PM,-0.2039,0.0000,-5.544,91.273,0.67,1.67,103.9
781,01/11/23 11:23:20 PM,-0.2039,0.0000,-5.793,92.537,0.33,1.00,101.1
782,01/11/23 11:33:20 PM,-0.2039,0.0000,-5.957,91.995,0.33,0.67,101.1
783,01/11/23 11:43:20 PM,-0.2039,0.0000,-6.214,92.787,0.67,1.34,102.5
784,01/11/23 11:53:20 PM,-0.2039,0.0000,-6.330,92.816,1.00,1.67,109.5
785,01/12/23 12:03:20 AM,-0.2039,0.0000,-6.458,94.243,1.00,3.01,113.7
786,01/12/23 12:13:20 AM,-0.2039,0.0000,-5.482,92.280,2.67,3.67,61.8
787,01/12/23 12:23:20 AM,-0.2039,0.0000,-5.761,92.760,2.34,3.01,59.0
788,01/12/23 12:33:20 AM,-0.2039,0.0000,-5.579,93.344,2.00,3.34,63.2
789,01/12/23 12:43:20 AM,-0.2039,0.0000,-5.986,91.803,0.67,2.00,102.5
790,01/12/23 12:53:20 AM,-0.2039,0.0000,-6.362,93.799,0.67,1.67,151.6
791,01/12/23 01:03:20 AM,-0.2039,0.0000,-6.515,94.496,0.33,0.67,154.4
792,01/12/23 01:13:20 AM,-0.2039,0.0000,-6.568,95.660,0.33,0.67,151.6
793,01/12/23 01:23:20 AM,-0.2039,0.0000,-6.512,95.659,0.33,0.67,151.6
794,01/12/23 01:33:20 AM,-0.2039,0.0000,-6.796,95.933,0.00,0.00,151.6
795,01/12/23 01:43:20 AM,-0.2039,0.0000,-6.817,96.878,0.00,0.00,151.6
796,01/12/23 01:53:20 AM,-0.2039,0.0000,-6.855,97.125,0.00,0.00,151.6
797,01/12/23 02:03:20 AM,-0.2039,0.0000,-6.691,97.475,0.00,0.33,150.2
798,01/12/23 02:13:20 AM,-0.2039,0.0000,-6.313,96.080,0.00,0.33,150.2
799,01/12/23 02:23:20 AM,-0.2039,0.0000,-6.305,95.431,0.33,1.00,119.3
800,01/12/23 02:33:20 AM,-0.2039,0.0000,-6.260,94.871,0.33,1.00,43.5
801,01/12/23 02:43:20 AM,-0.2039,0.0000,-6.045,94.174,0.67,1.34,50.5
802,01/12/23 02:53:20 AM,-0.2039,0.0000,-5.941,93.463,1.00,1.67,68.8
803,01/12/23 03:03:20 AM,-0.2039,0.0000,-6.246,93.275,1.34,2.00,84.2
804,01/12/23 03:13:20 AM,-0.2039,0.0000,-6.212,94.545,1.67,2.00,77.2
805,01/12/23 03:23:20 AM,-0.2039,0.0000,-5.874,93.350,1.67,2.00,77.2
806,01/12/23 03:33:20 AM,-0.2039,0.0000,-5.665,92.946,2.00,2.67,61.8
807,01/12/23 03:43:20 AM,-0.2039,0.0000,-5.426,91.827,1.00,2.67,71.6
808,01/12/23 03:53:20 AM,-0.2039,0.0000,-5.600,92.255,1.00,2.34,63.2
809,01/12/23 04:03:20 AM,-0.2039,0.0000,-5.504,92.255,1.00,2.00,78.6
810,01/12/23 04:13:20 AM,-0.2039,0.0000,-5.541,92.181,0.67,1.67,61.8
811,01/12/23 04:23:20 AM,-0.2039,0.0000,-5.675,92.818,0.67,1.67,60.4
812,01/12/23 04:33:20 AM,-0.2039,0.0000,-5.354,92.313,1.67,2.67,54.8
813,01/12/23 04:43:20 AM,-0.2039,0.0000,-5.265,91.836,2.00,2.67,61.8
814,01/12/23 04:53:20 AM,-0.2039,0.0000,-5.171,91.461,2.34,3.01,61.8
815,01/12/23 05:03:20 AM,-0.2039,0.0000,-5.260,91.315,2.67,3.01,46.3
816,01/12/23 05:13:20 AM,-0.2039,0.0000,-5.429,92.097,1.34,2.67,42.1
817,01/12/23 05:23:20 AM,-0.2039,0.0000,-5.431,92.416,0.33,1.34,47.7
818,01/12/23 05:33:20 AM,-0.2039,0.0000,-5.464,92.621,1.00,1.67,87.0
819,01/12/23 05:43:20 AM,-0.2039,0.0000,-5.587,92.905,1.67,2.34,102.5
820,01/12/23 05:53:20 AM,-0.2039,0.0000,-5.643,93.112,2.00,2.67,109.5
821,01/12/23 06:03:20 AM,-0.2039,0.0000,-5.525,92.915,2.00,2.67,102.5
822,01/12/23 06:13:20 AM,-0.2039,0.0000,-5.421,93.458,1.67,2.00,94.1
823,01/12/23 06:23:20 AM,-0.2039,0.0000,-5.086,92.418,2.00,3.01,102.5
824,01/12/23 06:33:20 AM,-0.2039,0.0000,-4.954,91.406,2.00,3.01,113.7
825,01/12/23 06:43:20 AM,-0.2039,0.0000,-4.989,91.838,1.67,2.34,106.7
826,01/12/23 06:53:20 AM,-0.2039,0.0000,-5.029,92.403,1.67,2.34,101.1
827,01/12/23 07:03:20 AM,-0.2039,0.0000,-4.941,92.099,2.00,2.34,80.0
828,01/12/23 07:13:20 AM,-0.2039,0.0000,-4.906,91.139,1.67,2.00,71.6
829,01/12/23 07:23:20 AM,-0.2039,0.0000,-4.898,91.353,1.34,2.00,75.8
830,01/12/23 07:33:20 AM,-0.2039,0.0000,-4.994,91.659,2.00,2.34,109.5
831,01/12/23 07:43:20 AM,-0.2039,0.0000,-5.161,92.427,2.00,2.67,140.4
832,01/12/23 07:53:20 AM,-0.2039,0.0000,-5.145,92.338,2.00,2.67,127.8
833,01/12/23 08:03:20 AM,-0.2039,0.0000,-5.120,92.407,1.67,2.34,134.8
834,01/12/23 08:13:20 AM,-0.2039,0.0000,-5.104,92.076,0.67,1.34,139.0
835,01/12/23 08:23:20 AM,-0.2039,0.0000,-4.903,91.376,1.34,1.67,117.9
836,01/12/23 08:33:20 AM,-0.2039,0.0000,-4.608,89.960,0.67,1.00,113.7
837,01/12/23 08:43:20 AM,-0.2039,0.0000,-4.426,88.930,0.33,1.34,120.7
838,01/12/23 08:53:20 AM,-0.2039,0.0000,-4.067,87.941,0.00,0.33,123.5
839,01/12/23 09:03:20 AM,-0.2039,0.0000,-3.563,84.707,0.00,0.67,123.5
840,01/12/23 09:13:20 AM,-0.2039,0.0000,-3.582,85.005,0.67,1.34,110.9
841,01/12/23 09:23:20 AM,-0.2039,0.0000,-3.389,85.133,1.34,2.00,74.4
842,01/12/23 09:33:20 AM,-0.2039,0.0000,-3.128,84.717,1.67,2.34,70.2
843,01/12/23 09:43:20 AM,-0.2039,0.0000,-2.815,83.233,1.34,2.00,73.0
844,01/12/23 09:53:20 AM,-0.2039,0.0000,-2.871,83.717,1.67,2.00,56.2
845,01/12/23 10:03:20 AM,-0.2039,0.0000,-2.319,82.469,0.67,1.34,49.1
846,01/12/23 10:13:20 AM,-0.2039,0.0000,-2.136,81.813,0.67,1.34,60.4
847,01/12/23 10:23:20 AM,-0.2039,0.0000,-2.161,80.766,0.67,1.34,124.9
848,01/12/23 10:33:20 AM,-0.2039,0.0000,-2.209,80.958,1.00,2.00,116.5
849,01/12/23 10:43:20 AM,-0.2039,0.0000,-2.206,81.640,1.00,1.67,92.7
850,01/12/23 10:53:20 AM,-0.2039,0.0000,-2.265,81.378,1.34,2.00,91.3
851,01/12/23 11:03:20 AM,-0.2039,0.0000,-1.919,80.951,1.34,1.67,112.3
852,01/12/23 11:13:20 AM,-0.2039,0.0000,-1.665,79.556,1.00,1.67,115.1
853,01/12/23 11:23:20 AM,-0.2039,0.0000,-1.222,78.190,0.67,1.34,105.3
854,01/12/23 11:33:20 AM,-0.2039,0.0000,-0.332,75.048,0.33,1.00,106.7
855,01/12/23 11:43:20 AM,-0.2039,0.0000,0.772,70.164,0.00,0.67,106.7
856,01/12/23 11:53:20 AM,-0.2039,0.0000,-0.415,74.325,1.00,1.67,119.3
857,01/12/23 12:03:20 PM,-0.2039,0.0000,-0.890,77.195,1.67,2.34,141.8
858,01/12/23 12:13:20 PM,-0.2039,0.0000,-0.611,76.634,1.67,2.34,141.8
859,01/12/23 12:23:20 PM,-0.2039,0.0000,-0.474,76.681,1.67,2.00,116.5
860,01/12/23 12:33:20 PM,-0.2039,0.0000,-0.287,76.649,1.34,2.34,119.3
861,01/12/23 12:43:20 PM,-0.2039,0.0000,0.247,74.800,1.00,2.00,126.4
862,01/12/23 12:53:20 PM,-0.2039,0.0000,0.166,75.235,1.34,2.34,99.7
863,01/12/23 01:03:20 PM,-0.2039,0.0000,0.032,76.834,2.00,2.67,96.9
864,01/12/23 01:13:20 PM,-0.2039,0.0000,0.381,76.207,1.67,2.67,94.1
865,01/12/23 01:23:20 PM,-0.2039,0.0000,0.188,77.057,2.34,3.01,92.7
866,01/12/23 01:33:20 PM,-0.2039,0.0000,0.067,78.781,2.67,3.67,101.1
867,01/12/23 01:43:20 PM,-0.2039,0.0000,0.384,77.845,2.34,3.34,94.1
868,01/12/23 01:53:20 PM,-0.2039,0.0000,0.132,79.001,2.34,3.01,102.5
869,01/12/23 02:03:20 PM,-0.2039,0.0000,1.322,75.077,2.34,2.67,108.1
870,01/12/23 02:13:20 PM,-0.2039,0.0000,1.917,72.502,2.00,2.67,109.5
871,01/12/23 02:23:20 PM,-0.2039,0.0000,1.788,72.326,1.67,2.00,101.1
872,01/12/23 02:33:20 PM,-0.2039,0.0000,0.990,75.650,2.00,2.34,116.5
873,01/12/23 02:43:20 PM,-0.2039,0.0000,0.424,78.190,1.67,2.34,144.6
874,01/12/23 02:53:20 PM,-0.2039,0.0000,0.864,76.179,1.34,2.00,122.1
875,01/12/23 03:03:20 PM,-0.2039,0.0000,1.553,73.240,0.67,1.34,116.5
876,01/12/23 03:13:20 PM,-0.2039,0.0000,1.558,72.015,1.00,1.67,141.8
877,01/12/23 03:23:20 PM,-0.2039,0.0000,0.386,76.574,1.34,2.00,124.9
878,01/12/23 03:33:20 PM,-0.2039,0.0000,-1.027,82.525,1.67,2.34,119.3
879,01/12/23 03:43:20 PM,-0.2039,0.0000,-0.410,79.298,1.67,3.34,106.7
880,01/12/23 03:53:20 PM,-0.2039,0.0000,-0.056,77.635,1.67,2.67,124.9
881,01/12/23 04:03:20 PM,-0.2039,0.0000,-0.102,77.963,1.67,3.34,141.8
882,01/12/23 04:13:20 PM,-0.2039,0.0000,0.046,77.877,1.67,2.67,136.2
883,01/12/23 04:23:20 PM,-0.2039,0.0000,-0.697,80.522,2.00,3.01,126.4
884,01/12/23 04:33:20 PM,-0.2039,0.0000,-1.951,85.566,2.67,3.34,126.4
885,01/12/23 04:43:20 PM,-0.2039,0.0000,-2.608,88.644,1.67,3.01,116.5
886,01/12/23 04:53:20 PM,-0.2039,0.0000,-3.104,89.453,1.34,2.34,102.5
887,01/12/23 05:03:20 PM,-0.2039,0.0000,-3.836,89.984,1.67,2.67,108.1
888,01/12/23 05:13:20 PM,-0.2039,0.0000,-4.584,91.872,0.33,1.67,136.2
889,01/12/23 05:23:20 PM,-0.2039,0.0000,-4.271,93.431,0.33,1.34,122.1
890,01/12/23 05:33:20 PM,-0.2039,0.0000,-3.820,91.910,1.34,2.00,96.9
891,01/12/23 05:43:20 PM,-0.2039,0.0000,-3.573,91.020,2.00,2.34,115.1
892,01/12/23 05:53:20 PM,-0.2039,0.0000,-4.051,92.505,1.34,2.34,120.7
893,01/12/23 06:03:20 PM,-0.2039,0.0000,-4.686,93.652,0.67,1.34,115.1
894,01/12/23 06:13:20 PM,-0.2039,0.0000,-4.614,94.025,1.34,2.00,74.4
895,01/12/23 06:23:20 PM,-0.2039,0.0000,-3.930,90.704,1.67,2.67,64.6
896,01/12/23 06:33:20 PM,-0.2039,0.0000,-4.013,89.128,3.01,3.67,66.0
897,01/12/23 06:43:20 PM,-0.2039,0.0000,-4.665,89.248,2.00,3.34,77.2
898,01/12/23 06:53:20 PM,-0.2039,0.0000,-4.874,90.828,1.00,2.00,94.1
899,01/12/23 07:03:20 PM,-0.2039,0.0000,-4.691,90.477,2.34,4.01,124.9
900,01/12/23 07:13:20 PM,-0.2039,0.0000,-4.263,88.672,2.67,4.01,117.9
901,01/12/23 07:23:20 PM,-0.2039,0.0000,-4.547,89.198,1.67,3.34,101.1
902,01/12/23 07:33:20 PM,-0.2039,0.0000,-4.582,89.355,1.67,3.34,98.3
903,01/12/23 07:43:20 PM,-0.2039,0.0000,-4.761,89.015,1.00,3.01,112.3
904,01/12/23 07:53:20 PM,-0.2039,0.0000,-4.496,89.329,1.00,4.34,98.3
905,01/12/23 08:03:20 PM,-0.2039,0.0000,-4.279,86.969,2.00,5.34,103.9
906,01/12/23 08:13:20 PM,-0.2039,0.0000,-4.686,88.421,1.00,2.67,84.2
907,01/12/23 08:23:20 PM,-0.2039,0.0000,-5.010,89.000,0.67,2.67,87.0
908,01/12/23 08:33:20 PM,-0.2039,0.0000,-5.238,89.583,1.00,2.34,94.1
909,01/12/23 08:43:20 PM,-0.2039,0.0000,-5.394,90.626,0.33,1.67,96.9
910,01/12/23 08:53:20 PM,-0.2039,0.0000,-4.882,88.128,1.67,3.34,105.3
911,01/12/23 09:03:20 PM,-0.2039,0.0000,-5.630,89.732,0.33,1.34,124.9
912,01/12/23 09:13:20 PM,-0.2039,0.0000,-5.536,90.491,0.33,1.00,94.1
913,01/12/23 09:23:20 PM,-0.2039,0.0000,-4.941,88.331,1.34,3.34,119.3
914,01/12/23 09:33:20 PM,-0.2039,0.0000,-5.107,87.927,1.34,2.67,112.3
915,01/12/23 09:43:20 PM,-0.2039,0.0000,-4.984,88.673,2.67,3.34,80.0
916,01/12/23 09:53:20 PM,-0.2039,0.0000,-5.289,88.644,2.67,3.34,80.0
917,01/12/23 10:03:20 PM,-0.2039,0.0000,-5.153,88.856,3.01,3.67,63.2
918,01/12/23 10:13:20 PM,-0.2039,0.0000,-5.158,88.515,3.67,4.68,60.4
919,01/12/23 10:23:20 PM,-0.2039,0.0000,-5.313,89.157,3.34,4.34,60.4
920,01/12/23 10:33:20 PM,-0.2039,0.0000,-5.335,89.108,2.34,3.34,73.0
921,01/12/23 10:43:20 PM,-0.2039,0.0000,-5.740,90.478,2.34,3.01,56.2
922,01/12/23 10:53:20 PM,-0.2039,0.0000,-5.536,90.292,2.67,3.67,66.0
923,01/12/23 11:03:20 PM,-0.2039,0.0000,-5.421,90.303,3.34,4.01,66.0
924,01/12/23 11:13:20 PM,-0.2039,0.0000,-5.370,90.411,2.67,4.01,71.6
925,01/12/23 11:23:20 PM,-0.2039,0.0000,-5.694,90.237,2.00,4.01,74.4
926,01/12/23 11:33:20 PM,-0.2039,0.0000,-6.147,92.087,1.67,2.00,88.4
927,01/12/23 11:43:20 PM,-0.2039,0.0000,-6.608,92.782,1.34,2.34,87.0
928,01/12/23 11:53:20 PM,-0.2039,0.0000,-6.305,93.967,2.00,3.01,53.3
929,01/13/23 12:03:20 AM,-0.2039,0.0000,-5.000,91.418,2.34,3.34,57.6
930,01/13/23 12:13:20 AM,-0.2039,0.0000,-4.895,91.258,1.34,3.01,61.8
931,01/13/23 12:23:20 AM,-0.2039,0.0000,-5.190,91.064,0.33,1.67,87.0
932,01/13/23 12:33:20 AM,-0.2039,0.0000,-5.407,93.422,1.34,4.34,169.9
933,01/13/23 12:43:20 AM,-0.2039,0.0000,-4.431,89.958,2.67,4.68,146.0
934,01/13/23 12:53:20 AM,-0.2039,0.0000,-5.115,92.160,1.34,3.01,153.0
935,01/13/23 01:03:20 AM,-0.2039,0.0000,-5.061,92.598,1.00,2.67,127.8
936,01/13/23 01:13:20 AM,-0.2039,0.0000,-5.233,93.136,1.00,2.34,162.9
937,01/13/23 01:23:20 AM,-0.2039,0.0000,-4.450,92.007,2.34,5.34,130.6
938,01/13/23 01:33:20 AM,-0.2039,0.0000,-4.970,91.594,2.00,3.34,105.3
939,01/13/23 01:43:20 AM,-0.2039,0.0000,-5.372,93.387,1.34,3.67,54.8
940,01/13/23 01:53:20 AM,-0.2039,0.0000,-5.447,92.522,1.67,2.67,56.2
941,01/13/23 02:03:20 AM,-0.2039,0.0000,-6.064,93.423,1.34,1.67,47.7
942,01/13/23 02:13:20 AM,-0.2039,0.0000,-6.624,94.313,1.34,2.00,46.3
943,01/13/23 02:23:20 AM,-0.2039,0.0000,-6.276,95.805,0.67,1.34,36.5
944,01/13/23 02:33:20 AM,-0.2039,0.0000,-5.952,94.221,2.00,3.01,39.3
945,01/13/23 02:43:20 AM,-0.2039,0.0000,-6.391,93.870,3.01,3.67,49.1
946,01/13/23 02:53:20 AM,-0.2039,0.0000,-5.718,94.781,2.00,3.34,37.9
947,01/13/23 03:03:20 AM,-0.2039,0.0000,-4.949,94.223,1.00,2.67,342.6
948,01/13/23 03:13:20 AM,-0.2039,0.0000,-3.748,91.977,1.34,2.67,37.9
949,01/13/23 03:23:20 AM,-0.2039,0.0000,-3.359,89.650,2.67,4.34,57.6
950,01/13/23 03:33:20 AM,-0.2039,0.0000,-2.847,89.178,3.67,5.34,51.9
